FID,Lon,Lat,Title,Date,Start_Time,End_Date,End_Time,All_day_ev,Reminder_o,Descriptio,Location
511,-73.4561698,41.38923782,DANBURY - New Hope Baptist Church,10/18/2023 0:00,11:45:00 AM,10/18/2023 0:00,12:45:00 PM,FALSE,FALSE,"Every 2 weeks on Wednesday, <b>11:45AM-12:45PM</b><br><b><br></b>Masks are encouraged at this site.","10 Dr Aaron B Samuels Blvd, Danbury, CT 06810, USA"
512,-73.4561698,41.38923782,DANBURY - New Hope Baptist Church,11/1/2023 0:00,11:45:00 AM,11/1/2023 0:00,12:45:00 PM,FALSE,FALSE,"Every 2 weeks on Wednesday, <b>11:45AM-12:45PM</b><br><b><br></b>Masks are encouraged at this site.","10 Dr Aaron B Samuels Blvd, Danbury, CT 06810, USA"
513,-73.4561698,41.38923782,DANBURY - New Hope Baptist Church,11/15/2023 0:00,11:45:00 AM,11/15/2023 0:00,12:45:00 PM,FALSE,FALSE,"Every 2 weeks on Wednesday, <b>11:45AM-12:45PM</b><br><b><br></b>Masks are encouraged at this site.","10 Dr Aaron B Samuels Blvd, Danbury, CT 06810, USA"
514,-73.4561698,41.38923782,DANBURY - New Hope Baptist Church,11/29/2023 0:00,11:45:00 AM,11/29/2023 0:00,12:45:00 PM,FALSE,FALSE,"Every 2 weeks on Wednesday, <b>11:45AM-12:45PM</b><br><b><br></b>Masks are encouraged at this site.","10 Dr Aaron B Samuels Blvd, Danbury, CT 06810, USA"
515,-73.4561698,41.38923782,DANBURY - New Hope Baptist Church,12/13/2023 0:00,11:45:00 AM,12/13/2023 0:00,12:45:00 PM,FALSE,FALSE,"Every 2 weeks on Wednesday, <b>11:45AM-12:45PM</b><br><b><br></b>Masks are encouraged at this site.","10 Dr Aaron B Samuels Blvd, Danbury, CT 06810, USA"
516,-73.4561698,41.38923782,DANBURY - New Hope Baptist Church,12/27/2023 0:00,11:45:00 AM,12/27/2023 0:00,12:45:00 PM,FALSE,FALSE,"Every 2 weeks on Wednesday, <b>11:45AM-12:45PM</b><br><b><br></b>Masks are encouraged at this site.","10 Dr Aaron B Samuels Blvd, Danbury, CT 06810, USA"
517,-73.08982772,41.32459989,DERBY - St. Mary Church,1/3/2023 0:00,2:15:00 PM,1/3/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
518,-73.08982772,41.32459989,DERBY - St. Mary Church,1/17/2023 0:00,2:15:00 PM,1/17/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
519,-73.08982772,41.32459989,DERBY - St. Mary Church,1/31/2023 0:00,2:15:00 PM,1/31/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
520,-73.08982772,41.32459989,DERBY - St. Mary Church,2/14/2023 0:00,2:15:00 PM,2/14/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
521,-73.08982772,41.32459989,DERBY - St. Mary Church,2/28/2023 0:00,2:15:00 PM,2/28/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
522,-73.08982772,41.32459989,DERBY - St. Mary Church,3/14/2023 0:00,2:15:00 PM,3/14/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
523,-73.08982772,41.32459989,DERBY - St. Mary Church,3/28/2023 0:00,2:15:00 PM,3/28/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
524,-73.08982772,41.32459989,DERBY - St. Mary Church,4/11/2023 0:00,2:15:00 PM,4/11/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
525,-73.08982772,41.32459989,DERBY - St. Mary Church,4/25/2023 0:00,2:15:00 PM,4/25/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
526,-73.08982772,41.32459989,DERBY - St. Mary Church,5/9/2023 0:00,2:15:00 PM,5/9/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
527,-73.08982772,41.32459989,DERBY - St. Mary Church,5/23/2023 0:00,2:15:00 PM,5/23/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
528,-73.08982772,41.32459989,DERBY - St. Mary Church,6/6/2023 0:00,2:15:00 PM,6/6/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
529,-73.08982772,41.32459989,DERBY - St. Mary Church,6/20/2023 0:00,2:15:00 PM,6/20/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
530,-73.08982772,41.32459989,DERBY (CANCELED) - St. Mary Church,7/4/2023 0:00,2:15:00 PM,7/4/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
531,-73.08982772,41.32459989,DERBY - St. Mary Church,7/18/2023 0:00,2:15:00 PM,7/18/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
532,-73.08982772,41.32459989,DERBY - St. Mary Church,8/1/2023 0:00,2:15:00 PM,8/1/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
533,-73.08982772,41.32459989,DERBY - St. Mary Church,8/15/2023 0:00,2:15:00 PM,8/15/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
534,-73.08982772,41.32459989,DERBY - St. Mary Church,8/29/2023 0:00,2:15:00 PM,8/29/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
535,-73.08982772,41.32459989,DERBY - St. Mary Church,9/12/2023 0:00,2:15:00 PM,9/12/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
536,-73.08982772,41.32459989,DERBY - St. Mary Church,9/26/2023 0:00,2:15:00 PM,9/26/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
537,-73.08982772,41.32459989,DERBY - St. Mary Church,10/10/2023 0:00,2:15:00 PM,10/10/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
538,-73.08982772,41.32459989,DERBY - St. Mary Church,10/24/2023 0:00,2:15:00 PM,10/24/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
539,-73.08982772,41.32459989,DERBY - St. Mary Church,11/7/2023 0:00,2:15:00 PM,11/7/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
540,-73.08982772,41.32459989,DERBY - St. Mary Church,11/21/2023 0:00,2:15:00 PM,11/21/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
541,-73.08982772,41.32459989,DERBY - St. Mary Church,12/5/2023 0:00,2:15:00 PM,12/5/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
542,-73.08982772,41.32459989,DERBY - St. Mary Church,12/19/2023 0:00,2:15:00 PM,12/19/2023 0:00,3:00:00 PM,FALSE,FALSE,"<p>Every 2 weeks on Tuesday, <b>2:15-3PM</b></p>","212 Elizabeth St, Derby, CT 06418, USA"
543,-72.62356554,41.78605942,EAST HARTFORD (CANCELED) - SS Veterans Terrace,1/2/2023 0:00,1:30:00 PM,1/2/2023 0:00,2:00:00 PM,FALSE,FALSE,<html-blob><u></u><u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every  other Monday.</td> </tr></tbody></table><p><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around,"57 Columbus Cir, East Hartford, CT 06108, USA"
544,-72.62356554,41.78605942,EAST HARTFORD (CANCELED) - SS Veterans Terrace,1/16/2023 0:00,1:30:00 PM,1/16/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
545,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,1/30/2023 0:00,1:30:00 PM,1/30/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
546,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,2/13/2023 0:00,1:30:00 PM,2/13/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
547,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,2/27/2023 0:00,1:30:00 PM,2/27/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
548,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,3/13/2023 0:00,1:30:00 PM,3/13/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
549,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,3/27/2023 0:00,1:30:00 PM,3/27/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
550,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,4/10/2023 0:00,1:30:00 PM,4/10/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
551,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,4/24/2023 0:00,1:30:00 PM,4/24/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
552,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,5/8/2023 0:00,1:30:00 PM,5/8/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
553,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,5/22/2023 0:00,1:30:00 PM,5/22/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
554,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,6/5/2023 0:00,1:30:00 PM,6/5/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
555,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,6/19/2023 0:00,1:30:00 PM,6/19/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
556,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,7/3/2023 0:00,1:30:00 PM,7/3/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
557,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,7/17/2023 0:00,1:30:00 PM,7/17/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
558,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,7/31/2023 0:00,1:30:00 PM,7/31/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
559,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,8/14/2023 0:00,1:30:00 PM,8/14/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
560,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,8/28/2023 0:00,1:30:00 PM,8/28/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
561,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,9/11/2023 0:00,1:30:00 PM,9/11/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
562,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,9/25/2023 0:00,1:30:00 PM,9/25/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
563,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,10/9/2023 0:00,1:30:00 PM,10/9/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
564,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,10/23/2023 0:00,1:30:00 PM,10/23/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
565,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,11/6/2023 0:00,1:30:00 PM,11/6/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
566,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,11/20/2023 0:00,1:30:00 PM,11/20/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
567,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,12/4/2023 0:00,1:30:00 PM,12/4/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
568,-72.62356554,41.78605942,EAST HARTFORD - SS Veterans Terrace,12/18/2023 0:00,1:30:00 PM,12/18/2023 0:00,2:00:00 PM,FALSE,FALSE,"Every 2 weeks on Monday, <b>1:30-2PM</b><br><br><b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57).&nbsp;</i></b><u><","57 Columbus Cir, East Hartford, CT 06108, USA"
569,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,1/9/2023 0:00,9:00:00 AM,1/9/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
570,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,1/23/2023 0:00,9:00:00 AM,1/23/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
571,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,2/6/2023 0:00,9:00:00 AM,2/6/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
572,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,2/20/2023 0:00,9:00:00 AM,2/20/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
573,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,3/6/2023 0:00,9:00:00 AM,3/6/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
574,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,3/20/2023 0:00,9:00:00 AM,3/20/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
575,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,4/3/2023 0:00,9:00:00 AM,4/3/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
576,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,4/17/2023 0:00,9:00:00 AM,4/17/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
577,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,5/1/2023 0:00,9:00:00 AM,5/1/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
578,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,5/15/2023 0:00,9:00:00 AM,5/15/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
579,-72.63020347,41.74128927,EAST HARTFORD (CANCELED)- SS Hockanum Park,5/29/2023 0:00,9:00:00 AM,5/29/2023 0:00,9:30:00 AM,FALSE,FALSE,<html-blob><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every other Monday.</td></tr></tbody></table><br>Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.<br><br>Please also visit&nb,"75 Hamilton Rd, East Hartford, CT 06118, USA"
580,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,6/12/2023 0:00,9:00:00 AM,6/12/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
581,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,6/26/2023 0:00,9:00:00 AM,6/26/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
582,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,7/10/2023 0:00,9:00:00 AM,7/10/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
583,-72.63020347,41.74128927,EAST HARTFORD - SS Hockanum Park,7/24/2023 0:00,9:00:00 AM,7/24/2023 0:00,9:30:00 AM,FALSE,FALSE,"<u></u><table> <colgroup><col> </colgroup><tbody><tr>  <td>Every 2 weeks on Monday, <b>9-9:30AM</b></td></tr></tbody></table><b><u></u></b><br><u></u>","75 Hamilton Rd, East Hartford, CT 06118, USA"
